,estimator,min_score,mean_score,max_score,std_score,parameters
788,RF,0.250,0.675,1.000,0.251,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 10, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
688,RF,0.250,0.675,1.000,0.251,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 7, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
170,RF,0.250,0.675,1.000,0.195,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 2, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
685,RF,0.250,0.675,1.000,0.251,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
890,AB,0.250,0.675,1.000,0.195,"{'reduce_dim__n_components': 30, 'classification__algorithm': 'SAMME.R', 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__n_estimators': 100}"
682,RF,0.250,0.675,1.000,0.251,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
906,AB,0.250,0.675,1.000,0.195,"{'reduce_dim__n_components': 30, 'classification__algorithm': 'SAMME.R', 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__n_estimators': 150}"
1325,SVM,0.000,0.675,1.000,0.317,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'linear', 'classification__C': 5}"
1326,SVM,0.250,0.675,1.000,0.195,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'linear', 'classification__C': 5}"
164,RF,0.250,0.675,1.000,0.251,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 2, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
954,AB,0.250,0.675,1.000,0.195,"{'reduce_dim__n_components': 30, 'classification__algorithm': 'SAMME.R', 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__n_estimators': 300}"
28,RF,0.250,0.675,1.000,0.275,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 3, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
1332,SVM,0.500,0.675,1.000,0.195,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.1, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__kernel': 'rbf', 'classification__C': 5}"
1261,SVM,0.000,0.675,1.000,0.317,"{'reduce_dim__n_components': 20, 'classification__gamma': 1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'linear', 'classification__C': 5}"
1034,SVM,0.250,0.675,1.000,0.251,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'linear', 'classification__C': 0.1}"
1130,SVM,0.250,0.675,1.000,0.251,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'linear', 'classification__C': 0.5}"
352,RF,0.250,0.675,1.000,0.251,"{'classification__bootstrap': True, 'classification__max_depth': None, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
1134,SVM,0.500,0.675,1.000,0.160,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'linear', 'classification__C': 0.5}"
298,RF,0.000,0.675,1.000,0.251,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 7, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
346,RF,0.500,0.675,1.000,0.160,"{'classification__bootstrap': True, 'classification__max_depth': None, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 3, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
62,RF,0.250,0.675,1.000,0.225,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 7, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
1226,SVM,0.250,0.675,1.000,0.251,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'linear', 'classification__C': 1}"
1161,SVM,0.250,0.675,1.000,0.251,"{'reduce_dim__n_components': 20, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'linear', 'classification__C': 1}"
1162,SVM,0.250,0.675,1.000,0.251,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'linear', 'classification__C': 1}"
58,RF,0.250,0.675,0.750,0.160,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 7, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
336,RF,0.000,0.675,1.000,0.317,"{'classification__bootstrap': True, 'classification__max_depth': None, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 3, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
324,RF,0.250,0.675,1.000,0.297,"{'classification__bootstrap': True, 'classification__max_depth': None, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 2, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
1225,SVM,0.250,0.675,1.000,0.251,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'linear', 'classification__C': 1}"
304,RF,0.250,0.675,1.000,0.297,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 10, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
1193,SVM,0.250,0.675,1.000,0.251,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'linear', 'classification__C': 1}"
1194,SVM,0.250,0.675,1.000,0.251,"{'reduce_dim__n_components': 30, 'classification__gamma': 0.5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'linear', 'classification__C': 1}"
314,RF,0.000,0.675,1.000,0.251,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 10, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
1129,SVM,0.250,0.675,1.000,0.251,"{'reduce_dim__n_components': 20, 'classification__gamma': 0.1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'linear', 'classification__C': 0.5}"
153,RF,0.250,0.675,1.000,0.195,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 10, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
1232,SVM,0.500,0.675,1.000,0.195,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.1, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__kernel': 'rbf', 'classification__C': 1}"
378,RF,0.000,0.675,0.750,0.225,"{'classification__bootstrap': True, 'classification__max_depth': None, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 7, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
148,RF,0.250,0.675,1.000,0.251,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 10, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
714,RF,0.250,0.675,1.000,0.195,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 10, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
208,RF,0.250,0.675,1.000,0.297,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 7, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
1258,SVM,0.250,0.675,1.000,0.251,"{'reduce_dim__n_components': 30, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'linear', 'classification__C': 5}"
1257,SVM,0.250,0.675,1.000,0.251,"{'reduce_dim__n_components': 20, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'linear', 'classification__C': 5}"
1065,SVM,0.250,0.675,1.000,0.251,"{'reduce_dim__n_components': 20, 'classification__gamma': 1, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__kernel': 'linear', 'classification__C': 0.5}"
